,Datetime,Permalink,Text,Username,Favorites,Retweets,Geo,Hashtags,Engagements,Polarity,Subjectivity,NB-Positive Probability,NB-Negative Probability,NB-Sentiment Score
76,2020-05-07 22:48:34+00:00,https://twitter.com/jkenney/status/1258529182146981888,"“Please stop kicking us while we're down. Albertans have been generous and will continue to be generous, but these attacks on our natural resource industries are unwarranted, they are divisive, they are, I believe in a way, un-Canadian at a time like this”",jkenney,2676,662,,,3338,-0.02777777777777779,0.34444444444444444,0.2966052968039816,0.70339470319601,-0.40678940639202843
74,2020-05-07 23:06:40+00:00,https://twitter.com/SenTedCruz/status/1258533739648282625,"Democrats are trying to eliminate blue-collar jobs by pressuring banks to discriminate against oil, gas &amp; coal industries. I joined @SenKevinCramer &amp; @SenDanSullivan in urging @POTUS to take a stand for our energy producers &amp; the hardworking Americans whose jobs are on the line.",SenTedCruz,812,282,,,1094,0.0,0.0,0.7759270348661176,0.2240729651338858,0.5518540697322318
96,2020-05-07 21:45:11+00:00,https://twitter.com/VassyKapelos/status/1258513234534916096,"NEW: Premier Jason Kenney to Elizabeth May and Yves Francois Blanchet on comments re: oil dead: - ""please stop kicking us while we're down"" - right now on @PnPCBC",VassyKapelos,850,166,,,1016,0.016630591630591614,0.4197871572871573,0.7911738633387893,0.20882613666120994,0.5823477266775793
